1	1.00000000000000E+00
2	2.50000000000000E-01
3	1.11111111100000E-01
4	6.25000000000000E-02
5	4.00000000000000E-02
6	2.77777778000000E-02
7	2.04081633000000E-02
8	1.56250000000000E-02
9	1.23456790000000E-02
10	1.00000000000000E-02
11	8.26446280000000E-03
12	6.94444440000000E-03
13	5.91715980000000E-03
14	5.10204080000000E-03
15	4.44444440000000E-03
16	3.90625000000000E-03
17	3.46020760000000E-03
18	3.08641980000000E-03
19	2.77008310000000E-03
20	2.50000000000000E-03
21	2.26757370000000E-03
22	2.06611570000000E-03
23	1.89035920000000E-03
24	1.73611110000000E-03
25	1.60000000000000E-03
26	1.47928990000000E-03
27	1.37174210000000E-03
28	1.27551020000000E-03
29	1.18906060000000E-03
30	1.11111110000000E-03
31	1.04058270000000E-03
32	9.76562500000000E-04
33	9.18273600000000E-04
34	8.65051900000000E-04
35	8.16326500000000E-04
36	7.71604900000000E-04
37	7.30460200000000E-04
38	6.92520800000000E-04
39	6.57462200000000E-04
40	6.25000000000000E-04
41	5.94884000000000E-04
42	5.66893400000000E-04
43	5.40832900000000E-04
44	5.16528900000000E-04
45	4.93827200000000E-04
46	4.72589800000000E-04
47	4.52693500000000E-04
48	4.34027800000000E-04
49	4.16493100000000E-04
50	4.00000000000000E-04
51	3.84467500000000E-04
52	3.69822500000000E-04
53	3.55998600000000E-04
54	3.42935500000000E-04
55	3.30578500000000E-04
56	3.18877600000000E-04
57	3.07787000000000E-04
58	2.97265200000000E-04
59	2.87273800000000E-04
60	2.77777800000000E-04
61	2.68745000000000E-04
62	2.60145700000000E-04
63	2.51952600000000E-04
64	2.44140600000000E-04
65	2.36686400000000E-04
66	2.29568400000000E-04
67	2.22766800000000E-04
68	2.16263000000000E-04
69	2.10039900000000E-04
70	2.04081600000000E-04
71	1.98373300000000E-04
72	1.92901200000000E-04
73	1.87652500000000E-04
74	1.82615000000000E-04
75	1.77777800000000E-04
76	1.73130200000000E-04
77	1.68662500000000E-04
78	1.64365500000000E-04
79	1.60230700000000E-04
80	1.56250000000000E-04
81	1.52415800000000E-04
82	1.48721000000000E-04
83	1.45158900000000E-04
84	1.41723400000000E-04
85	1.38408300000000E-04
86	1.35208200000000E-04
87	1.32117800000000E-04
88	1.29132200000000E-04
89	1.26246700000000E-04
90	1.23456800000000E-04
91	1.20758400000000E-04
92	1.18147400000000E-04
93	1.15620300000000E-04
94	1.13173400000000E-04
95	1.10803300000000E-04
96	1.08506900000000E-04
97	1.06281200000000E-04
98	1.04123300000000E-04
99	1.02030400000000E-04
100	1.00000000000000E-04
101	9.80296049406921E-05
102	9.61168781237985E-05
103	9.42595909133754E-05
104	9.24556213017751E-05
105	9.07029478458050E-05
106	8.89996440014240E-05
107	8.73438728273212E-05
108	8.57338820301783E-05
109	8.41680000000000E-05
110	8.26446280991735E-05
111	8.11622433244055E-05
112	7.97193877551020E-05
113	7.83146683373796E-05
114	7.69467528470299E-05
115	7.56143667296786E-05
116	7.43162901307967E-05
117	7.30513551026372E-05
118	7.18184429761563E-05
119	7.06164818868724E-05
120	6.94444444444444E-05
121	6.83013455365071E-05
122	6.71862402579952E-05
123	6.60982219578293E-05
124	6.50364203954214E-05
125	6.40000000000000E-05
126	6.29881582262535E-05
127	6.20001240002480E-05
128	6.10351562500000E-05
129	6.00925425154738E-05
130	5.91715976331361E-05
131	5.82716624905309E-05
132	5.73921028466483E-05
133	5.65323082141444E-05
134	5.56916907997327E-05
135	5.48696844993141E-05
136	5.40657439446367E-05
137	5.32793435984869E-05
138	5.25100000000000E-05
139	5.17571554267377E-05
140	5.10204081632653E-05
141	5.02992807202857E-05
142	4.95933346558223E-05
143	4.89021468042447E-05
144	4.82253086419753E-05
145	4.75624256837099E-05
146	4.69131169074873E-05
147	4.62770000000000E-05
148	4.56537618699781E-05
149	4.50430000000000E-05
150	4.44444444444444E-05
151	4.38577255383536E-05
152	4.32825484764543E-05
153	4.27186124994660E-05
154	4.21656265812110E-05
155	4.16233090530697E-05
156	4.10913872452334E-05
157	4.05695971439004E-05
158	4.00576830636116E-05
159	3.95553973339662E-05
160	3.90625000000000E-05
161	3.85787585355503E-05
162	3.81039475689681E-05
163	3.76378486205728E-05
164	3.71802498512790E-05
165	3.67309458218549E-05
166	3.62897372623022E-05
167	3.58564308508731E-05
168	3.54308390022676E-05
169	3.50127796645776E-05
170	3.46020761245675E-05
171	3.41985568209022E-05
172	3.38020551649540E-05
173	3.34124093688396E-05
174	3.30294622803541E-05
175	3.26530612244898E-05
176	3.22830578512397E-05
177	3.19193079894028E-05
178	3.15616715061230E-05
179	3.12100000000000E-05
180	3.08641975308642E-05
181	3.05240987759836E-05
182	3.01895906291511E-05
183	2.98605512257756E-05
184	2.95368620037807E-05
185	2.92184075967860E-05
186	2.89050757312984E-05
187	2.85967571277417E-05
188	2.82933454051607E-05
189	2.79947369894460E-05
190	2.77008310249307E-05
191	2.74115292892190E-05
192	2.71267361111111E-05
193	2.68463582914978E-05
194	2.65703050271017E-05
195	2.62984878369494E-05
196	2.60308204914619E-05
197	2.57672189440594E-05
198	2.55076012651770E-05
199	2.52518875785965E-05
200	2.50000000000000E-05
201	2.47518625776590E-05
202	2.45074012351730E-05
203	2.42665437161785E-05
204	2.40292195309496E-05
205	2.37953599048186E-05
206	2.35648977283439E-05
207	2.33377675091601E-05
208	2.31139053254438E-05
209	2.28932487809345E-05
210	2.26757369614512E-05
211	2.24613103928483E-05
212	2.22499110003560E-05
213	2.20414820692543E-05
214	2.18360000000000E-05
215	2.16333153055706E-05
216	2.14334705075446E-05
217	2.12363821699335E-05
218	2.10420000000000E-05
219	2.08502741811055E-05
220	2.06611570247934E-05
221	2.04746012571405E-05
222	2.02905608311014E-05
223	2.01090000000000E-05
224	1.99298469387755E-05
225	1.97530864197531E-05
226	1.95786670843449E-05
227	1.94065477692173E-05
228	1.92366882117575E-05
229	1.90690000000000E-05
230	1.89035916824197E-05
231	1.87402784805382E-05
232	1.85790725326992E-05
233	1.84199377406104E-05
234	1.82628387756593E-05
235	1.81077410593029E-05
236	1.79546107440391E-05
